"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"HCU73JQ2","book","1929","Blaisdell, Donald Christy","European Financial Control in the Ottoman Empire: A Study of the Establishment, Activities, and Significance of the Administration of the Ottoman Public Debt","","","","","","","1929","2023-03-14 15:44:43","2023-03-14 15:45:56","","","","","","","","","","","","","Columbia University Press","New York","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLJWHPFI","bookSection","1966","Novicev, A. D.","The Develepment of Agriculture in Anatolia","The Economic History of the Middle East, 1800-1914","","","","","","1966","2023-03-14 15:28:24","2023-03-14 15:31:18","","65-70","","","","","","","","","","","Chicago University Press","Chicago","English","","","","","","","","","","","","","Issawi, Charles Philip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9L5ZFU4","book","1978","Novicev, A. D.","Istoriia Turtsii [History of Turkey. Vol 4: New time. Part 3 (1853-1875)]","","","","","","","1978","2023-03-14 15:20:20","2023-03-14 15:20:45","","","","","4","","","","","","","","Publishing house of Leningrad University","","Russian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFYAFRKD","book","1973","Novicev, A. D.","Istoriia Turtsii [History of Turkey. Vol 3: The New Time (1839-1853)]","","","","","","","1973","2023-03-14 15:19:47","2023-03-14 15:20:13","","","","","3","","","","","","","","Publishing house of Leningrad University","","Russian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CL7TUI58","book","1968","Novicev, A. D.","Istoriia Turtsii [History of Turkey. Vol 2: New time. Part 1 (1792-1839)]","","","","","","","1968","2023-03-14 15:19:00","2023-03-14 15:19:32","","","","","2","","","","","","","","Publishing house of Leningrad University","","Russian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VSYD7MRP","book","1963","Novicev, A. D.","Istoriia Turtsii [History of Turkey. Vol 1: The Era of Feudalism (XI-XVIII centuries)]","","","","","","","1963","2023-03-14 15:17:27","2023-03-14 15:18:44","","","","","1","","","","","","","","Publishing house of Leningrad University","","Russian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426MNQRT","book","1965","Korniyenko, Radmir Platonovich","Rabocheye Dvizheniye v Turtsii, 1918-1963","","","","","","","1965","2023-03-14 15:04:38","2023-03-14 15:05:02","","","","","","","","","","","","","","Moscow","Russian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCDLT4Z6","book","1967","Korniyenko, Radmir Platonovich","The Labour Movement in Turkey (1918-1963) [English translation of Rabocheye Dvizheniye v Turtsii, 1918-1963]","","","","","","","1967","2023-03-14 15:01:41","2023-03-14 15:03:58","","","","","","","","","","","","","US Department of Commerce","Washington","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNIVMQF2","journalArticle","1917","Emin, Hamdullah","""Çiftçiler Mecmuası’nın Tutacağı Meslek ve Felah Yolları” [""Procedures to be Adopted by Farmers' Corpus/Periodical and the Salvation Methods""]","Çiftçiler Derneği Mecmuası","","","","","","1917","2023-03-13 16:21:58","2023-03-13 16:27:38","","2-4","","1 (Eylül)","","","","","","","","","","","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BV3A6AZQ","book","1875","Suavi, Ali","Devlet Yüz On Altı Buçuk Milyon Borçtan Kurtuluyor [The Government Gets Rid of a Loan of One Hundred and Sixteen and a Half Million]","","","","","","","1875","2023-03-07 16:13:36","2023-03-10 19:49:52","","","","","","","","","","","","","","Paris","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7Z2Y6XH3","book","1968","Hershlag, Zvi Yehuda","Economic Planning in Turkey","","","","","","","1968","2023-03-10 19:43:45","2023-03-10 19:44:13","","","","","","","","","","","","","Economic Research Foundation","İstanbul","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRVLM6BK","book","1964","Hershlag, Zvi Yehuda","Introduction to the Modern Economic History of the Middle East","","","","","","","1964","2023-03-10 19:42:53","2023-03-10 19:43:21","","","","","","","","","","","","","E. J. Brill","Leiden","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MLS2UC46","book","1968","Hershlag, Zvi Yehuda","Turkey: The Challange of Growth","","","","","","","1968","2023-03-10 19:41:43","2023-03-10 19:42:16","","","","","","","","","","","","","E. J. Brill","Leiden","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"975MWHF4","book","1975","Hershlag, Zvi Yehuda","The Economic Structure of the Middle East","","","","","","","1975","2023-03-10 19:40:36","2023-03-10 19:41:17","","","","","","","","","","","","","E. J. Brill","Leiden","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NU8CUWQ","book","1958","Hershlag, Zvi Yehuda","Turkey: An Economy in Transition","","","","","","","1958","2023-03-10 19:39:03","2023-03-10 19:40:23","","","","","","","","","","","","","Uitgeverij Van Keulen","the Hague","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ER8KE4Q9","book","1988","Hershlag, Zvi Yehuda","The Contemporary Turkish Economy","","","","","","","1988","2023-03-10 19:37:50","2023-03-10 19:38:38","","","","","","","","","","","","","Routledge","London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMW3GBTG","book","1990","Davison, Roderic H.","Essays in Ottoman and Turkish History, 1774-1923: The Impact of the West","","978-0-292-72064-0","","","","","1990","2023-03-10 19:23:57","2023-03-10 19:24:31","","","","","","","","","","","","","University of Texas Press","Texas","English","","","","","","","DOI: 10.7560/720640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z5R5A77H","book","1963","Davison, Roderic H.","Reform in the Ottoman Empire, 1856-1876","","978-0-691-65164-4","","","","","1963","2023-03-10 19:22:59","2023-03-10 19:23:44","","","","","","","","","","","","","Princeton University Press","Princeton","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WPIXNLSX","thesis","1930","Sousa, Nasim","The Capitulatory Régime of Turkey, Its History, Origin, and Nature","","","","","","","1930","2023-03-10 19:13:06","2023-03-10 19:13:18","","","","","","","","","","","","","Johns Hopkins University Press","Baltimore","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HFRDYKFB","book","1933","Sousa, Nasim","The Capitulatory Régime of Turkey, Its History, Origin, and Nature","","","","","","","1933","2023-03-10 18:28:17","2023-03-10 19:12:56","","","","","","","","","","","","","Johns Hopkins University Press","Baltimore","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJGV222M","book","1932","Gordon, Leland James","American Relations with Turkey, 1830-1930: An Economic Interpretation","","","","","","","1932","2023-03-10 18:20:41","2023-03-10 18:21:47","","","","","","","","","","","","","University of Pennsylavia Press","Philadephia","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4Y4TTLB8","book","1912","Biliotti, Adriene; Sedad, Ahmed","Législation Ottomane depuis le Rétablissement de la Constitution, 24 Djemazi-ul-ahir 1326-10 Juillet 1324/1908","","","","","","","1912","2023-03-10 15:03:15","2023-03-10 18:09:29","","","","","","","","","","","","","Imprimerie Editeurs","Pari","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ITT3MJYX","journalArticle","1924","Earle, Edward Mead","The Turkish Petroleum Company--A Study in Oleaginous Diplomacy","Political Science Quarterly","","","","","","1924","2023-03-10 18:05:55","2023-03-10 18:06:16","","265-279","","2","39","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SC6ZA37C","book","1913","Satı El Husri, Mustafa","Büyük Milletler: Japonlar ve Almanlar [Great States: japanese and Germans]","","","","","","","1913","2023-03-10 17:37:44","2023-03-10 17:41:57","","","","","","","","","","","","","","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4HJJZPP","book","1924","Barboros, Orhan Mithat","İktisadi İlletlerimiz  [Our Economic Problems]","","","","","","","1924","2023-03-10 17:30:34","2023-03-10 17:32:08","","","","","","","","","","","","","Orhaniye Matbaası","İstanbul","Ottoman Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVTDZRW4","book","1930","Ahmet Emin, Yalman","Turkey in the World War","","","","","","","1930","2023-03-10 17:15:04","2023-03-10 17:24:39","","","","","","","","","","","","","Yale University Press, H. Milford, Oxford University Press","New Haven, London","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46XEU3WE","thesis","1914","Yalman, Ahmet Emin","The Development of Modern Turkey as Measured by Its Press","","","","","","","1914","2023-03-10 17:04:53","2023-03-10 17:08:16","","","","","","","","","","","","","Columbia University, Faculty of Political Science","New York","English","","Ph.D Thesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XG3IRCA","book","1910","Laurent, Charles","La Reforme Financiere en Turquie : Conference Faite le 14 Mars 1910 a la Societe des Anciens Eleves de l’ecole Libre des Sciences Politiques","","","","","","","1910","2023-03-10 15:17:37","2023-03-10 15:19:09","","","","","","","","","","","","","Félix Alcan","Paris","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AX3E4N9U","book","1912","Heidborn, A.","Manuel de Droit Public et Administratif de l'Empire Ottoman","","","","","","","1912","2023-03-10 14:49:56","2023-03-10 14:50:04","","","","","2","","","","","","","","C. W. Stern","Wien and Leipzig","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8VE9FMK","book","1908","Heidborn, A.","Manuel de Droit Public et Administratif de l'Empire Ottoman","","","","","","","1908","2023-03-10 14:48:22","2023-03-10 14:49:43","","","","","1","","","","","","","","C. W. Stern","Wien and Leipzig","French","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2WBUUT5F","book","1978","Du Velay, A.","Türkiye Maliye Tarihi","","","","","","","1978","2023-03-10 14:29:05","2023-03-10 14:29:34","","","","","","","","","","","","","Maliye Bakanlığı Maliye Tetkik Kurulu","Ankara","Modern Turkish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
